service,property,property_class,property_type
AarhusTrafficData181088,Property-47cb965c-893a-49c6-8d6a-4760cb631090,CongestionLevel,traffic_report
AarhusTrafficData181088,Property-57a3b522-b49b-42a4-a905-b29dbd680706,MeasureTime,traffic_report
AarhusTrafficData181088,Property-90ca5c02-c8cd-4297-bf34-76aea85fcb56,AvgSpeed,traffic_report
AarhusTrafficData181088,Property-913b9212-97c1-41c8-9dfc-e123afabd119,VehicleCount,traffic_report
AarhusTrafficData181088,Property-aaf65121-fa3f-4666-b2e6-e783d3339feb,EstimatedTime,traffic_report
AarhusTrafficData181114,Property-3fe8fbb0-513f-4751-8cb5-59c02ad4a484,AvgSpeed,traffic_report
AarhusTrafficData181114,Property-79fd5238-e4ff-4418-8859-54984cc8df04,MeasureTime,traffic_report
AarhusTrafficData181114,Property-8204ac87-6576-46fd-b25d-7c1efd716201,VehicleCount,traffic_report
AarhusTrafficData181114,Property-ba97dc95-97e2-4a7f-b33b-d7de342c9fcc,EstimatedTime,traffic_report
AarhusTrafficData181114,Property-cf4fc37b-6c80-447a-82ac-f2e71015bb7e,CongestionLevel,traffic_report
AarhusTrafficData181142,Property-133cfbb4-b950-4b6e-b8e4-d8c834878b5a,CongestionLevel,traffic_report
AarhusTrafficData181142,Property-7411250b-a06e-492e-8062-84929e3a6801,EstimatedTime,traffic_report
AarhusTrafficData181142,Property-86aa08a0-93f3-4ea9-a122-750e039190b8,VehicleCount,traffic_report
AarhusTrafficData181142,Property-8c03bf75-846d-4e31-9d02-61fda3dbdb7e,AvgSpeed,traffic_report
AarhusTrafficData181142,Property-a3ab428d-9bbb-41da-9ebf-74b48eb4eae8,MeasureTime,traffic_report
AarhusTrafficData181168,Property-02750986-0acf-4046-885b-3237a3970424,CongestionLevel,traffic_report
AarhusTrafficData181168,Property-241462f3-2fa8-4915-b316-8467f823232c,AvgSpeed,traffic_report
AarhusTrafficData181168,Property-7c11417c-00ab-404d-94f1-b584d4ba72f8,MeasureTime,traffic_report
AarhusTrafficData181168,Property-7d37d01b-0bdb-43f8-b390-d0cd304aca82,EstimatedTime,traffic_report
AarhusTrafficData181168,Property-cbfa414c-c546-4e00-82af-e9831cd7d702,VehicleCount,traffic_report
AarhusTrafficData181197,Property-1921ee03-3531-4445-8b24-4484504615f6,MeasureTime,traffic_report
AarhusTrafficData181197,Property-7e5cab44-2f6f-4712-9a96-d36f5a8cd065,EstimatedTime,traffic_report
AarhusTrafficData181197,Property-ae3f7024-7124-4000-8517-164b62fcf194,AvgSpeed,traffic_report
AarhusTrafficData181197,Property-b2cd3823-a722-4df8-b352-1ed26b68657a,CongestionLevel,traffic_report
AarhusTrafficData181197,Property-f3bfe5d3-0617-43e9-83f7-d22f8ebbf128,VehicleCount,traffic_report
AarhusTrafficData181223,Property-09dbfd23-30e5-44f7-a930-11ad8261a85f,CongestionLevel,traffic_report
AarhusTrafficData181223,Property-1d721900-f283-4168-952d-f0bdc18d66ca,AvgSpeed,traffic_report
AarhusTrafficData181223,Property-363d33fc-3e5b-4e3f-a85d-9a3e7dff805b,VehicleCount,traffic_report
AarhusTrafficData181223,Property-de901062-a119-4595-904a-b41648afccfd,MeasureTime,traffic_report
AarhusTrafficData181223,Property-f0f8cbf2-a799-44b3-89e6-89ad8278b5c9,EstimatedTime,traffic_report
AarhusTrafficData181251,Property-1f85f44f-00f5-4aa8-8426-f58f0469d214,CongestionLevel,traffic_report
AarhusTrafficData181251,Property-638bd561-346d-4e2d-8f67-d97d7098efd7,AvgSpeed,traffic_report
AarhusTrafficData181251,Property-ad6fb259-bfd6-4e08-95f7-910a089c8045,EstimatedTime,traffic_report
AarhusTrafficData181251,Property-c039038a-d920-42d8-9ed1-2442c5682b8c,VehicleCount,traffic_report
AarhusTrafficData181251,Property-e56c1414-5bfd-4b39-ad6e-5e57b97ad7fe,MeasureTime,traffic_report
AarhusTrafficData181277,Property-05ab42ff-3cfa-401f-a0eb-61a1d307d84a,CongestionLevel,traffic_report
AarhusTrafficData181277,Property-5a4aae03-08df-4770-b15e-6e5e1f2f4e09,MeasureTime,traffic_report
AarhusTrafficData181277,Property-7f4528a1-42b2-437b-a435-88e5a5399c03,EstimatedTime,traffic_report
AarhusTrafficData181277,Property-b722c434-3a43-431f-a468-0f0fc4fb81db,VehicleCount,traffic_report
AarhusTrafficData181277,Property-fc6b4336-534f-44d3-ab60-3434442ab8e8,AvgSpeed,traffic_report
AarhusTrafficData181305,Property-11d46a83-b795-44e0-97c6-1f9512012637,CongestionLevel,traffic_report
AarhusTrafficData181305,Property-1fdeea3f-97ff-4c07-9a2c-765261303948,EstimatedTime,traffic_report
AarhusTrafficData181305,Property-4046b6e0-f759-4958-b322-91004916def4,MeasureTime,traffic_report
AarhusTrafficData181305,Property-4728647e-019a-4771-8c5c-9016390df36a,VehicleCount,traffic_report
AarhusTrafficData181305,Property-7b03306b-2285-45b0-a362-d6c0c49bc9f5,AvgSpeed,traffic_report
AarhusTrafficData181331,Property-078ac4f0-11c0-4a73-a79e-aacc251402fc,AvgSpeed,traffic_report
AarhusTrafficData181331,Property-40e20a7e-aec9-4eea-9ff5-9b0bc29d7bf2,CongestionLevel,traffic_report
AarhusTrafficData181331,Property-65376318-ef47-4636-9bf1-95fcc1f0fe12,MeasureTime,traffic_report
AarhusTrafficData181331,Property-833702c6-d18d-432f-ab0e-597b878cfdd1,EstimatedTime,traffic_report
AarhusTrafficData181331,Property-9a63253a-b3df-4b48-8a59-3a37925f2a70,VehicleCount,traffic_report
AarhusTrafficData182657,Property-065e9a4d-8e5e-4b46-82de-b05379bd3283,VehicleCount,traffic_report
AarhusTrafficData182657,Property-10a9e418-a678-496b-8e47-4253ef5ae68e,AvgSpeed,traffic_report
AarhusTrafficData182657,Property-6a3c3639-1edd-4b55-9c80-5f5157880247,CongestionLevel,traffic_report
AarhusTrafficData182657,Property-9826b10d-e944-4800-be91-bf921fc263b1,MeasureTime,traffic_report
AarhusTrafficData182657,Property-e30602ff-3ed0-4850-82ed-b1069dfcd8f9,EstimatedTime,traffic_report
AarhusTrafficData182683,Property-034447f1-0955-446b-bd35-2383ec7a07a7,AvgSpeed,traffic_report
AarhusTrafficData182683,Property-4636a199-ad3f-4cd4-ada3-d16406d272b4,EstimatedTime,traffic_report
AarhusTrafficData182683,Property-52bb1b71-8c38-4eca-9c7f-f58e7b883412,MeasureTime,traffic_report
AarhusTrafficData182683,Property-7e15cf8a-a6b7-4f98-9a79-60f14d615235,VehicleCount,traffic_report
AarhusTrafficData182683,Property-d103aea0-ecde-4969-b14b-3618362b8ea1,CongestionLevel,traffic_report
AarhusTrafficData182712,Property-09db8c78-cdb6-40e3-95bc-1671714a1570,MeasureTime,traffic_report
AarhusTrafficData182712,Property-4be641f0-610b-45c8-8bff-f2c87a973f57,EstimatedTime,traffic_report
AarhusTrafficData182712,Property-bd7f04f6-6d33-4b4d-9b4f-25a8027a0266,AvgSpeed,traffic_report
AarhusTrafficData182712,Property-c522edbc-6f2e-440b-bf47-462482c72e2c,VehicleCount,traffic_report
AarhusTrafficData182712,Property-fdab768b-4096-489d-a67b-257022238d21,CongestionLevel,traffic_report
AarhusTrafficData182738,Property-7f8aa104-4d0e-4bc1-9adb-c55e3972fc3b,CongestionLevel,traffic_report
AarhusTrafficData182738,Property-a7a2d0a3-56b2-4cd3-8bfc-c49a579a7a24,AvgSpeed,traffic_report
AarhusTrafficData182738,Property-aad22bfd-e267-408b-8c97-736f96375f0a,VehicleCount,traffic_report
AarhusTrafficData182738,Property-e057f714-d0e5-4d96-89b1-338c979d8922,EstimatedTime,traffic_report
AarhusTrafficData182738,Property-e23766dc-cd58-4af8-859a-eec1c483180f,MeasureTime,traffic_report
AarhusTrafficData182766,Property-049934c3-68ae-4e47-9e7e-c2145ae41d6d,EstimatedTime,traffic_report
AarhusTrafficData182766,Property-12bd444c-0cb0-4957-b43f-3b4778332876,AvgSpeed,traffic_report
AarhusTrafficData182766,Property-171542f3-dbae-4689-80fd-09594dcf23c4,MeasureTime,traffic_report
AarhusTrafficData182766,Property-25d12c55-9875-4506-a775-b67c85c991ac,VehicleCount,traffic_report
AarhusTrafficData182766,Property-556e56e4-7027-4699-a696-ad581685bb00,CongestionLevel,traffic_report
AarhusTrafficData182792,Property-43384940-1c9d-44cf-ad12-22e61851a7de,EstimatedTime,traffic_report
AarhusTrafficData182792,Property-8fcc2a75-614b-4e01-a47c-ceed8cd5a1f3,AvgSpeed,traffic_report
AarhusTrafficData182792,Property-d6805182-be0c-4b18-9da3-779c4ec420ab,MeasureTime,traffic_report
AarhusTrafficData182792,Property-e1246f08-f2da-4560-9cb7-b6801f4313e2,CongestionLevel,traffic_report
AarhusTrafficData182792,Property-f82fe599-ca08-48bc-9e4e-a54f69fd405d,VehicleCount,traffic_report
AarhusTrafficData182820,Property-6d920ba0-7b5c-4e3c-ad2e-fef64d0b8192,AvgSpeed,traffic_report
AarhusTrafficData182820,Property-a1bd2c4b-c8ba-466a-8e19-fb1fe1b66d00,CongestionLevel,traffic_report
AarhusTrafficData182820,Property-aa83b059-c177-4ab8-ab7e-1384dac22c5b,VehicleCount,traffic_report
AarhusTrafficData182820,Property-cc5e5e03-bf8e-4aa6-8d45-113d1cdfa09b,MeasureTime,traffic_report
AarhusTrafficData182820,Property-cd99fbe8-728a-4edd-8a40-c60e2ca16717,EstimatedTime,traffic_report
AarhusTrafficData182846,Property-4c6342dd-2c1e-4015-a448-2900b124ec5e,VehicleCount,traffic_report
AarhusTrafficData182846,Property-50ee1e83-cfbe-4e93-957c-59c13982f038,MeasureTime,traffic_report
AarhusTrafficData182846,Property-74a258aa-fae2-46ed-b257-a7989a420964,EstimatedTime,traffic_report
AarhusTrafficData182846,Property-83b6b302-4990-42fe-83ac-514749c10411,CongestionLevel,traffic_report
AarhusTrafficData182846,Property-a738d7ac-7f31-4717-8ac7-099c8ed40731,AvgSpeed,traffic_report
AarhusTrafficData182875,Property-4bd9f43e-1c37-4e94-bb24-8523cc890364,AvgSpeed,traffic_report
AarhusTrafficData182875,Property-543d18d5-4d88-43ad-a914-632aa8f8dea9,MeasureTime,traffic_report
AarhusTrafficData182875,Property-8659c31c-dfc0-4554-b6f4-5c16e43c9e97,VehicleCount,traffic_report
AarhusTrafficData182875,Property-f03147af-10fd-429c-8ea2-e6883a652178,EstimatedTime,traffic_report
AarhusTrafficData182875,Property-f90d4b12-52de-4e82-878d-0f19299eba89,CongestionLevel,traffic_report
AarhusTrafficData182901,Property-02a9ef06-c6db-4b08-b75f-6fdc7a9c8691,MeasureTime,traffic_report
AarhusTrafficData182901,Property-1138e559-ec8e-4290-b08f-b13bc848f9be,EstimatedTime,traffic_report
AarhusTrafficData182901,Property-585ea5c4-00dc-47d2-9039-c95d14c825b7,CongestionLevel,traffic_report
AarhusTrafficData182901,Property-c82070fb-ec98-4383-b34c-9de1e8145e60,VehicleCount,traffic_report
AarhusTrafficData182901,Property-cf30d47b-f98c-4579-b335-3034b78902d1,AvgSpeed,traffic_report
AarhusTrafficData182929,Property-2566a3d5-b032-4edb-8e05-3918deb71ebf,MeasureTime,traffic_report
AarhusTrafficData182929,Property-3128a025-ded1-4334-a89c-638abe73374e,AvgSpeed,traffic_report
AarhusTrafficData182929,Property-753d22a5-da33-45d6-a8b8-e306a5b13060,CongestionLevel,traffic_report
AarhusTrafficData182929,Property-7abc10c4-f5b8-4598-8874-5f2ff2a57be3,VehicleCount,traffic_report
AarhusTrafficData182929,Property-df787b8d-7eee-4161-9231-86eee360f429,EstimatedTime,traffic_report
AarhusTrafficData182955,Property-11d60592-7d15-4934-9e23-f1b38df90fd5,CongestionLevel,traffic_report
AarhusTrafficData182955,Property-78652e9a-9ef7-49c6-858d-e3f0eb4f142d,EstimatedTime,traffic_report
AarhusTrafficData182955,Property-8421b8b3-72c0-4517-87af-f1cc22d29895,MeasureTime,traffic_report
AarhusTrafficData182955,Property-a6cd03be-ae1f-47d0-b24f-83f82ef93c4d,AvgSpeed,traffic_report
AarhusTrafficData182955,Property-c9f858eb-4a62-404d-be7c-0626219ec324,VehicleCount,traffic_report
AarhusTrafficData182983,Property-679d74a0-d38b-4f66-b73f-cf31859dfc8b,EstimatedTime,traffic_report
AarhusTrafficData182983,Property-9a5efeba-85d1-40b2-8561-75fedfd88490,AvgSpeed,traffic_report
AarhusTrafficData182983,Property-b49514dd-0fc5-44dd-8e31-7e71e69f8134,VehicleCount,traffic_report
AarhusTrafficData182983,Property-c149d10a-e646-4d8b-8704-4ff87a9337d3,MeasureTime,traffic_report
AarhusTrafficData182983,Property-ca8bf9bd-2065-4396-bef4-4599bfae12ef,CongestionLevel,traffic_report
AarhusTrafficData183009,Property-2c0f62f8-a1b6-4f19-a963-410507737391,VehicleCount,traffic_report
AarhusTrafficData183009,Property-4e89f96b-97ee-49bb-816e-4e107957cd46,MeasureTime,traffic_report
AarhusTrafficData183009,Property-775c46d0-21bf-4697-aa7e-5ad9acb14202,AvgSpeed,traffic_report
AarhusTrafficData183009,Property-788656d4-6a16-4235-91c1-edf0bdf73d7a,EstimatedTime,traffic_report
AarhusTrafficData183009,Property-e52e2827-6a17-4a32-ae6f-ba976785fd7e,CongestionLevel,traffic_report
AarhusTrafficData183037,Property-48adce0d-9508-4431-b7d9-ad44513cf5f1,CongestionLevel,traffic_report
AarhusTrafficData183037,Property-910c5347-b32c-4912-86e2-e2446d16f5cf,MeasureTime,traffic_report
AarhusTrafficData183037,Property-a49cfd04-d14c-45f2-bbd0-b9a599d230fd,AvgSpeed,traffic_report
AarhusTrafficData183037,Property-aebc112f-5c54-4857-ada1-e143edb0c809,EstimatedTime,traffic_report
AarhusTrafficData183037,Property-d35553eb-7e3b-4e93-8205-32640bf84414,VehicleCount,traffic_report
AarhusTrafficData183063,Property-07e5f32c-791e-43d7-864d-55a8488875f9,CongestionLevel,traffic_report
AarhusTrafficData183063,Property-26841279-f356-46ec-b278-0a4157396c77,AvgSpeed,traffic_report
AarhusTrafficData183063,Property-84523d52-d42c-4692-90ea-25a738874e39,VehicleCount,traffic_report
AarhusTrafficData183063,Property-a799caa7-765f-4828-95b3-e41429bcf944,EstimatedTime,traffic_report
AarhusTrafficData183063,Property-c4d91221-62de-4265-b7d6-8fe2f9c0ed96,MeasureTime,traffic_report
AarhusTrafficData183091,Property-0ba6d829-459b-4de3-9f06-9a941e15ee90,VehicleCount,traffic_report
AarhusTrafficData183091,Property-1d7371c5-d155-4ae1-b02b-7674e1cadf6f,MeasureTime,traffic_report
AarhusTrafficData183091,Property-472e525d-a708-419f-b9a2-ff0e32bb29a6,CongestionLevel,traffic_report
AarhusTrafficData183091,Property-6103465e-5f2d-4e65-a9be-9c69362bf129,AvgSpeed,traffic_report
AarhusTrafficData183091,Property-a9d5ff35-ac02-4f79-a67f-2d21457fecac,EstimatedTime,traffic_report
AarhusTrafficData183117,Property-398aab50-1d20-4e1d-9929-f2bec7fea775,CongestionLevel,traffic_report
AarhusTrafficData183117,Property-6c058954-8b41-4877-87db-9596e91a652e,VehicleCount,traffic_report
AarhusTrafficData183117,Property-7a45e660-d988-4b61-963f-adf7e663aa65,AvgSpeed,traffic_report
AarhusTrafficData183117,Property-d3042009-5438-4d89-a7a1-3b30463ea914,MeasureTime,traffic_report
AarhusTrafficData183117,Property-f7dfe0e8-7284-479c-bda9-4ab42f065ee0,EstimatedTime,traffic_report
AarhusTrafficData184595,Property-063b4f88-65ae-494a-accd-148458772068,MeasureTime,traffic_report
AarhusTrafficData184595,Property-a56a0d88-152d-4ce1-b62b-6dc1644b599e,AvgSpeed,traffic_report
AarhusTrafficData184595,Property-b86ddc10-9eba-4b6d-b46c-95470d6a1e75,CongestionLevel,traffic_report
AarhusTrafficData184595,Property-dff4c166-a3fb-4548-b39b-223426c90ffa,VehicleCount,traffic_report
AarhusTrafficData184595,Property-fea69ff9-ad81-46c3-a793-03967b5fd630,EstimatedTime,traffic_report
AarhusTrafficData184621,Property-78636dd5-7aec-4e8a-bc22-55b160b76e8a,VehicleCount,traffic_report
AarhusTrafficData184621,Property-85714da0-fcf6-4c62-9f0a-304a84c34235,MeasureTime,traffic_report
AarhusTrafficData184621,Property-cfe0b5d0-79b0-4325-9bd9-02c382e787f8,CongestionLevel,traffic_report
AarhusTrafficData184621,Property-d70817d2-41fd-4d20-8759-20258355942c,EstimatedTime,traffic_report
AarhusTrafficData184621,Property-e72ea9dd-0f1c-4ee2-9693-df549e5f79c2,AvgSpeed,traffic_report
AarhusTrafficData184649,Property-1c6af576-28a1-4983-85d2-672f51affeb7,VehicleCount,traffic_report
AarhusTrafficData184649,Property-a697a3f1-9de1-472c-8c9e-ea00dffee70c,EstimatedTime,traffic_report
AarhusTrafficData184649,Property-b5c1a725-39f3-4ee7-9188-eb3cb8ef83ec,AvgSpeed,traffic_report
AarhusTrafficData184649,Property-be06a340-5239-4f03-843d-0c619557d8b3,MeasureTime,traffic_report
AarhusTrafficData184649,Property-d196dce3-7d14-487c-81fa-d114213a76ac,CongestionLevel,traffic_report
AarhusTrafficData184675,Property-0f69e33b-e490-40b3-aba1-8ce4e6ec519a,AvgSpeed,traffic_report
AarhusTrafficData184675,Property-2bbb4c4e-2a17-4834-926d-c3f9526173ed,VehicleCount,traffic_report
AarhusTrafficData184675,Property-42092cf9-aed0-4306-9a4e-79be8fde7112,EstimatedTime,traffic_report
AarhusTrafficData184675,Property-780006aa-526e-4b39-8a13-5b05f7b4338c,MeasureTime,traffic_report
AarhusTrafficData184675,Property-cb390250-f905-4399-8cd3-ec0779bc341b,CongestionLevel,traffic_report
AarhusTrafficData184703,Property-50d4a1d3-0f2a-4035-a5de-88d5c57c60ad,AvgSpeed,traffic_report
AarhusTrafficData184703,Property-61205bb5-8734-4d36-b580-396f50a9ad6c,VehicleCount,traffic_report
AarhusTrafficData184703,Property-7bf99e95-33c4-43af-83e5-ecd191c4b24c,MeasureTime,traffic_report
AarhusTrafficData184703,Property-d7fa0a95-8ef5-48b8-a660-9a8ac0dd7176,EstimatedTime,traffic_report
AarhusTrafficData184703,Property-ddb95f9b-053e-4136-8e27-341502e2c35b,CongestionLevel,traffic_report
AarhusTrafficData184729,Property-3861134a-1990-4429-ab6e-47e2978760b2,AvgSpeed,traffic_report
AarhusTrafficData184729,Property-4fc5724b-dd60-4ea7-9051-a21823c2fb46,EstimatedTime,traffic_report
AarhusTrafficData184729,Property-809051bf-efb0-482e-abb6-4d028e25db65,MeasureTime,traffic_report
AarhusTrafficData184729,Property-81bcc319-fb70-404c-8556-2dac1f2dba7e,VehicleCount,traffic_report
AarhusTrafficData184729,Property-acb1cae1-6c08-469a-91e1-953d62a7901b,CongestionLevel,traffic_report
AarhusTrafficData184758,Property-144b9bde-4fc0-4c1b-a3c0-34989ec98e08,MeasureTime,traffic_report
AarhusTrafficData184758,Property-1a493b08-7806-4036-903b-4b71ae74302e,CongestionLevel,traffic_report
AarhusTrafficData184758,Property-9e4037f2-8435-4cd4-9711-b673e5fe5a61,EstimatedTime,traffic_report
AarhusTrafficData184758,Property-c232650b-ce7a-48d9-ad52-f8ea142e0ea9,VehicleCount,traffic_report
AarhusTrafficData184758,Property-ce053ade-c3b7-4c98-9eb4-9eb82989799e,AvgSpeed,traffic_report
AarhusTrafficData184784,Property-0ec2467b-efda-4f41-9237-cc3f3e11ec7a,VehicleCount,traffic_report
AarhusTrafficData184784,Property-761cf9da-3d87-4b12-a0dd-71d8b7996c93,EstimatedTime,traffic_report
AarhusTrafficData184784,Property-872737a1-5aed-4820-9120-422309167552,CongestionLevel,traffic_report
AarhusTrafficData184784,Property-9d0535e5-9c57-4ff1-bb9e-97d0a1b34e44,MeasureTime,traffic_report
AarhusTrafficData184784,Property-c5009e49-eeda-45ed-9abf-dfecf049c5b5,AvgSpeed,traffic_report
AarhusTrafficData184813,Property-0339d7b5-22c4-4f47-9c35-75703129eec7,CongestionLevel,traffic_report
AarhusTrafficData184813,Property-04e89167-9380-4c80-92a5-77223ae1193d,EstimatedTime,traffic_report
AarhusTrafficData184813,Property-0b2db0cc-d9f5-4b3a-b50a-00a168b62db7,MeasureTime,traffic_report
AarhusTrafficData184813,Property-3a568731-1e48-4e78-ac4d-3dbc08dc1cab,VehicleCount,traffic_report
AarhusTrafficData184813,Property-b70550b5-9765-4015-b3d0-a586176754cb,AvgSpeed,traffic_report
AarhusTrafficData184839,Property-a9f65ae6-516e-4242-9357-9505054c1fba,AvgSpeed,traffic_report
AarhusTrafficData184839,Property-b06e72c2-a806-43dc-bf76-5a3772f07154,CongestionLevel,traffic_report
AarhusTrafficData184839,Property-bc8c7142-b7d8-4d0b-82cf-17fb0b3e3a99,MeasureTime,traffic_report
AarhusTrafficData184839,Property-df7239f8-a2f2-458a-b6d3-e017b5448187,EstimatedTime,traffic_report
AarhusTrafficData184839,Property-e14e57ac-d2a8-4b68-bf87-87107d640cae,VehicleCount,traffic_report
AarhusTrafficData184866,Property-231f2527-a6d3-487c-a8c0-b5cb4d094079,EstimatedTime,traffic_report
AarhusTrafficData184866,Property-5778662d-ab44-45bb-9819-12952d609e90,VehicleCount,traffic_report
AarhusTrafficData184866,Property-95c6d9cf-2238-46ca-9245-f752e07345ed,AvgSpeed,traffic_report
AarhusTrafficData184866,Property-c754e029-f853-4568-92a0-dc30af79927f,CongestionLevel,traffic_report
AarhusTrafficData184866,Property-ecc0e940-14fc-475b-9436-c5dbbd92ef66,MeasureTime,traffic_report
AarhusTrafficData184892,Property-172954f5-eb74-4adf-add8-63ad4d828ab1,CongestionLevel,traffic_report
AarhusTrafficData184892,Property-3bbbb37b-3886-445f-a379-21ba540e865a,MeasureTime,traffic_report
AarhusTrafficData184892,Property-7c1247b9-a718-4bf3-8da0-aa101927adcb,AvgSpeed,traffic_report
AarhusTrafficData184892,Property-817b9292-da3c-43fa-831c-6dbcbab118fd,EstimatedTime,traffic_report
AarhusTrafficData184892,Property-f1b81db1-4abd-4757-a58a-95a0ea1c892f,VehicleCount,traffic_report
AarhusTrafficData184919,Property-8853afe5-9a63-4657-b3c3-30b63b4557e3,AvgSpeed,traffic_report
AarhusTrafficData184919,Property-945bbda1-2647-408f-8886-2787d5f27953,MeasureTime,traffic_report
AarhusTrafficData184919,Property-b5e90e2b-47af-4761-8705-7d1d97d256da,VehicleCount,traffic_report
AarhusTrafficData184919,Property-c1ad0756-0b70-4aeb-8644-9aad5a86f81b,CongestionLevel,traffic_report
AarhusTrafficData184919,Property-dd448a11-8fec-466b-aa90-3075d475aae0,EstimatedTime,traffic_report
AarhusTrafficData184945,Property-08bc44c4-9dc4-46e1-9d00-c1c8a2732b50,VehicleCount,traffic_report
